FID,siteId,uwwCode,repCode,uwwName,uwwState,uwwE-PRTRCode,uwwCollectingSystem,uwwNUTS,uwwLoadEnteringUWWTP,uwwCapacity,uwwPrimaryTreatment,uwwSecondaryTreatment,uwwNRemoval,uwwPRemoval,uwwUV,uwwChlorination,uwwOzonation,uwwSandFiltration,uwwMicroFiltration,uwwSpecification,uwwBOD5Perf,uwwCODPerf,uwwTSSPerf,uwwNTotPerf,uwwPTotPerf,uwwOtherPerf,uwwBadPerfDesign,uwwLatitude,uwwLongitude,the_geom,uwwBODIncomingMeasured,uwwCODIncomingMeasured,uwwNIncomingMeasured,uwwPIncomingMeasured,uwwBODDischargeMeasured,uwwCODDischargeMeasured,uwwNDischargeMeasured,uwwPDischargeMeasured,uwwWasteWaterTreated,uwwMethodWasteWaterTreated,uwwRemarks,uwwDateClosing,uwwAccidents,uwwBadPerformance,uwwBODDischargeCalculated,uwwBODDischargeEstimated,uwwBODIncomingCalculated,uwwBODIncomingEstimated,uwwCODDischargeCalculated,uwwCODDischargeEstimated,uwwCODIncomingCalculated,uwwCODIncomingEstimated,uwwHistorie,uwwInformation,uwwNDischargeCalculated,uwwNDischargeEstimated,uwwNIncomingCalculated,uwwNIncomingEstimated,uwwPDischargeCalculated,uwwPDischargeEstimated,uwwPIncomingCalculated,uwwPIncomingEstimated,uwwOther,uwwTreatmentType,uwwTreatmentTypeRequired,uwwTreatmentMet,uwwPerformanceMet,uwwCompliance,repReportedPerdiod,uwwBeginLife,uwwEndLife
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2088,2018_uww_UKENNW_UU_TP000097,UKENNW_UU_TP000097,UK,NORTHWICH STW,1,,ISCON,UKD63,59344,60165,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.26319813,-2.54507613,POINT (-2.545076127 53.263198166044724),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2087,2018_uww_UKENSW_WXW_TP000093,UKENSW_WXW_TP000093,UK,WAREHAM STW,1,,ISCON,UKK22,16853,18517,1,1,0,0,1,0,0,0,0,,P,P,NR,NR,NR,,,50.69881554,-2.09213561,POINT (-2.0921356119999994 50.69881557856133),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Nitrogen and Other,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2086,2018_uww_UKWAWA_WW_TP000029,UKWAWA_WW_TP000029,UK,COLEFORD   STW,1,,ISCON,UKK13,20601,31136,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,NR,,,51.77826141,-2.65183396,POINT (-2.65183396 51.77826144760011),,,,,,,,,,,Trade Effluent PE reduction of 5.5k,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2085,2018_uww_UKENMI_ST_TP000010,UKENMI_ST_TP000010,UK,ASLOCKTON STW,1,,ISCON,UKF16,12373,16000,1,1,0,1,0,0,0,1,0,Chemical Dosing (iron),P,P,NR,NR,P,,,52.95768604,-0.9193929,POINT (-0.919392904 52.957686076385656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2084,2018_uww_UKENMI_ST_TP000041,UKENMI_ST_TP000041,UK,BROCKHAMPTON STW,1,,ISCON,UKK13,16494,17000,1,1,0,1,0,0,0,0,1,Chemical dosing (iron) plus tertiary solids removal (cloth filter),P,P,NR,NR,P,,,51.93186355,-2.07966766,POINT (-2.07966766 51.931863587451396),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2083,2018_uww_UKENMI_ST_TP000061,UKENMI_ST_TP000061,UK,CODSALL STW,1,,ISCON,UKG24,13253,17000,1,1,0,1,0,0,0,1,0,Chemical Dosing (iron) plus Tertiary Solids Removal (Sand Filter),P,P,NR,NR,P,,,52.63129553,-2.17342754,POINT (-2.173427539 52.63129556673815),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2082,2018_uww_UKENMI_ST_TP000169,UKENMI_ST_TP000169,UK,PENKRIDGE STW,1,,ISCON,UKG24,13846,16000,1,1,0,1,0,0,0,0,0,Chemical Dosing (iron),P,P,NR,NR,P,,,52.74474473,-2.09403536,POINT (-2.094035363 52.74474476661701),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2081,2018_uww_UKENSO_SW_TP000084,UKENSO_SW_TP000084,UK,SCAYNES HILL STW,1,,ISCON,UKJ28,42127,42127,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.00159007,-0.03598686,POINT (-0.035986862 51.001590108306836),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2080,2018_uww_UKENSO_SW_TP000081,UKENSO_SW_TP000081,UK,BURGESS HILL   STW,1,,ISCON,UKJ28,62828,62828,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,50.97014712,-0.16696968,POINT (-0.166969683 50.97014715833382),,,,,,,,,,,Increase in Cess Imports to works,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-207f,2018_uww_UKENNW_UU_TP000004,UKENNW_UU_TP000004,UK,ALTRINCHAM STW,1,,ISCON,UKD34,44401,44401,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,53.41018471,-2.37696313,POINT (-2.3769631250000005 53.41018474587702),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-207e,2018_uww_UKENNW_UU_TP000038,UKENNW_UU_TP000038,UK,CREWE STW,1,,ISCON,UKD62,103938,103938,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.11013452,-2.49981563,POINT (-2.499815634 53.11013455621684),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-207d,2018_uww_UKENNW_UU_TP000041,UKENNW_UU_TP000041,UK,DARWEN STW,1,,ISCON,UKD41,30893,34599,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.7132971,-2.47148726,POINT (-2.4714872550000004 53.713297135523746),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-207c,2018_uww_UKENNW_UU_TP000069,UKENNW_UU_TP000069,UK,IRLAM STW,1,,ISCON,UKD34,13047,14369,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.42413281,-2.45022172,POINT (-2.4502217199999996 53.42413284586096),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-207b,2018_uww_UKENNW_UU_TP000094,UKENNW_UU_TP000094,UK,NANTWICH STW,1,,ISCON,UKD62,19116,19116,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.08357167,-2.51040614,POINT (-2.5104061439999996 53.083571706246424),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-207a,2018_uww_UKENNW_UU_TP000138,UKENNW_UU_TP000138,UK,WINSFORD STW,1,,ISCON,UKD63,35472,37658,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.20170307,-2.52344135,POINT (-2.5234413520000003 53.20170310611418),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2079,2018_uww_UKENNW_UU_TP000052,UKENNW_UU_TP000052,UK,GARSTANG STW,1,,ISCON,UKD44,15199,15199,1,1,0,0,1,0,0,0,0,UV Treatment,P,P,NR,NR,NR,,,53.87832257,-2.79429823,POINT (-2.79429823 53.87832260532729),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2078,2018_uww_UKENSW_WXW_TP000086,UKENSW_WXW_TP000086,UK,TAUNTON STW,1,,ISCON,UKK23,88843,113333,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.01581559,-3.02708904,POINT (-3.027089035 51.01581562829459),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2077,2018_uww_UKENSW_WXW_TP000021,UKENSW_WXW_TP000021,UK,CHEDDAR STW,1,,ISCON,UKK23,10987,10987,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.26953368,-2.78962626,POINT (-2.7896262579999997 51.2695337180717),,,,,,,,,,,"Non-resident allowance of 1344 PE added 2015/16, allowance of 328 for schools and 185 for care homes added same year.",,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2076,2018_uww_UKENAN_AW_TP000143,UKENAN_AW_TP000143,UK,INGOLDMELLS STW,1,,ISCON,UKF30,56329,100000,1,1,0,0,0,0,0,0,0,,P,F,NR,NR,NR,,1,53.18419919,0.32910573,POINT (0.329105725 53.184199226133885),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2075,2018_uww_UKENAN_AW_TP000242,UKENAN_AW_TP000242,UK,SPALDING STW,1,,ISCON,UKF30,74831,81182,1,1,0,0,0,0,0,0,0,,P,F,NR,NR,NR,,1,52.80935774,-0.13098427,POINT (-0.130984269 52.809357776547365),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2074,2018_uww_UKENAN_AW_TP000022,UKENAN_AW_TP000022,UK,BOCKING STW,1,,ISCON,UKH34,19760,21099,1,1,1,1,0,0,0,0,0,,P,P,NR,P,F,,1,51.89052632,0.57975572,POINT (0.579755723 51.8905263574917),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2073,2018_uww_UKENAN_AW_TP000307,UKENAN_AW_TP000307,UK,"SOUTHEND SEWAGE WORKS, SOUTHEND ON""",1,,ISCON,UKH31,193550,223031,1,1,0,0,0,0,0,0,0,,P,F,NR,NR,NR,,1,51.5559613,0.71050094,POINT (0.7105009359999997 51.55596133781019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2072,2018_uww_UKENAN_AW_TP000267,UKENAN_AW_TP000267,UK,TOWCESTER STW,1,,ISCON,UKF24,11119,11119,1,1,1,1,0,0,0,0,0,"NSAF (X2), HSAF (X2)",P,P,NR,F,P,,1,52.13360558,-0.95371406,POINT (-0.9537140610000001 52.133605617251696),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Nitrogen and Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2071,2018_uww_UKENAN_AW_TP000241,UKENAN_AW_TP000241,UK,SOUTHWOLD STW,1,,ISCON,UKH14,9471,10247,1,1,0,0,0,0,0,0,0,,F,F,NR,NR,NR,,1,52.32924716,1.66619698,POINT (1.666196975 52.329247197053334),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2070,2018_uww_UKENSW_SWS_TP000047,UKENSW_SWS_TP000047,UK,LOSTWITHIEL STW,1,,ISCON,UKK30,3018,3413,1,1,0,0,1,0,0,0,0,,F,P,NR,NR,NR,,1,50.39679497,-4.66476,POINT (-4.664760004 50.39679500880318),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-206f,2018_uww_UKENSO_SW_TP000007,UKENSO_SW_TP000007,UK,SOUTHAMPTON SOUTH EAST (WOOLSTON) STW,1,,ISCON,UKJ32,67005,67005,1,1,1,0,0,0,0,0,0,,P,P,NR,F,NR,,1,50.89125644,-1.38311432,POINT (-1.3831143200000002 50.89125647840097),,,,,,,,,,,,,,,,,,,,,,,,Nitrate failure on annual effluent mean and percentage reduction.,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-206e,2018_uww_UKENNW_UU_TP000110,UKENNW_UU_TP000110,UK,LIVERPOOL (SANDON [NORTH LIVERPOOL DOCKS] ) STW,1,,ISCON,UKD72,645028,693484,1,1,0,0,0,0,0,0,0,,P,F,NR,NR,NR,,1,53.42817953,-3.00249642,POINT (-3.002496417 53.428179565856325),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-206d,2018_uww_UKENNE_YW_TP000110,UKENNE_YW_TP000110,UK,NORTH FERRIBY STW,1,,ISCON,UKE12,6696,6961,1,1,0,0,0,0,0,0,0,,F,P,NR,NR,NR,,1,53.71635229,-0.49911576,POINT (-0.4991157600000001 53.716352325520134),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-206c,2018_uww_UKSC_TP00001,UKSC_TP00001,UK,ABERFELDY WWTP,1,,ISCON,UKM77,3436,4200,1,1,0,0,0,0,0,0,0,,P,F,NR,NR,NR,,1,56.62291,-3.86239,POINT (-3.8623899999999995 56.62291003167842),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-206b,2018_uww_UKSC_TP00042,UKSC_TP00042,UK,COURSINGTON S.T.W.,1,,ISCON,UKM84,7841,14500,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,F,,1,55.79773,-3.98458,POINT (-3.98458 55.7977300328452),,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-206a,2018_uww_UKSC_TP00050,UKSC_TP00050,UK,DALMARNOCK S.T.W.,1,,ISCON,UKM82,232840,330000,1,1,0,1,0,0,0,0,0,,F,P,NR,NR,P,,1,55.83499,-4.22094,POINT (-4.22094 55.834990032793705),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2069,2018_uww_UKSC_TP00109,UKSC_TP00109,UK,KINNEIL KERSE WWTW,1,,ISCON,UKM76,49458,55900,1,1,0,0,0,0,0,0,0,,F,P,NR,NR,NR,,1,56.0117,-3.66935,POINT (-3.66935 56.01170003254789),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2068,2018_uww_UKSC_TP00133,UKSC_TP00133,UK,MELROSE WWTW,1,,ISCON,UKM91,4365,3533,1,1,0,0,0,0,0,0,0,,F,P,NR,NR,NR,,1,55.60277,-2.71392,POINT (-2.71392 55.60277003311275),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2067,2018_uww_UKSC_TP00208,UKSC_TP00208,UK,NEWTONMORE WWTP,1,,ISCON,UKM62,1841,2249,1,1,0,0,0,0,0,0,0,,F,F,NR,NR,NR,,1,57.06774,-4.10567,POINT (-4.105670000000001 57.067740031027974),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2066,2018_uww_UKWAWA_WW_TP000043,UKWAWA_WW_TP000043,UK,GOWERTON STW,1,,ISCON,UKL18,56653,56653,1,1,1,0,1,0,0,0,0,,P,P,NR,P,NR,,,51.65436973,-4.0338723,POINT (-4.0338723036963 51.654369762737964),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Nitrogen,1,1,C,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2065,2018_uww_UKWAWA_WW_TP000077,UKWAWA_WW_TP000077,UK,LLANELLI STW,1,,ISCON,UKL14,2503,58067,1,1,1,0,1,0,0,0,0,,P,P,NR,NR,NR,,,51.66425107,-4.10987034,POINT (-4.109870335501599 51.66425110963362),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Nitrogen,1,0,NC,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2064,2018_uww_UKSC_TP00140,UKSC_TP00140,UK,NAIRN WWTP,1,,ISCON,UKM62,13849,20000,1,1,0,0,1,0,0,0,0,,P,P,NR,NR,NR,,0,57.59305,-3.84764,POINT (-3.84764 57.59305003024228),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2063,2018_uww_UKSC_TP00141,UKSC_TP00141,UK,NEILSTON S.T.W.,1,,ISCON,UKM83,5793,6500,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,55.78995,-4.42705,POINT (-4.4270499999999995 55.78995003285595),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2062,2018_uww_UKGIB_TP00001,UKGIB_TP00001,UK,Gibraltar Collecting System,1,,NOTCON,UKZZZ,55973,,0,0,0,0,0,0,0,0,0,,NR,NR,NR,NR,NR,,,36.139115,-5.352895,POINT (-5.352895 36.13911503524527),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,0,0,PD,2018,,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2061,2018_uww_UKSC_TP00139,UKSC_TP00139,UK,MUIR OF ORD NEW STW,1,,ISCON,UKM61,4773,5493,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,57.50263,-4.41486,POINT (-4.414860000000001 57.50263003037881),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2060,2018_uww_UKENMI_ST_TP000131,UKENMI_ST_TP000131,UK,LICHFIELD STW,1,,ISCON,UKG24,38555,42500,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,52.7135321,-1.81345871,POINT (-1.8134587080000004 52.713532136650485),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-205f,2018_uww_UKENMI_ST_TP000132,UKENMI_ST_TP000132,UK,LITTLE ASTON STW,1,,ISCON,UKG24,22866,27500,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.61507525,-1.86527418,POINT (-1.8652741800000001 52.615075286755335),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-205e,2018_uww_UKENMI_ST_TP000086,UKENMI_ST_TP000086,UK,EDWINSTOWE STW,1,,ISCON,UKF15,18635,19000,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,53.19571621,-1.0431976,POINT (-1.043197601 53.19571624612092),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-205d,2018_uww_UKENSW_SWS_TP000072,UKENSW_SWS_TP000072,UK,TATWORTH STW,1,,ISCON,UKK23,2403,3188,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,50.83903559,-2.94216472,POINT (-2.9421647159999997 50.83903562844497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-205c,2018_uww_UKENSW_SWS_TP000073,UKENSW_SWS_TP000073,UK,TAVISTOCK STW,1,,ISCON,UKK43,13578,22973,1,1,0,0,0,0,0,0,0,Nitrifying Filter,P,P,NR,NR,NR,,,50.53077768,-4.15615519,POINT (-4.1561551880000005 50.53077771869739),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-205b,2018_uww_UKENSW_SWS_TP000074,UKENSW_SWS_TP000074,UK,TIVERTON STW,1,,ISCON,UKK43,23667,31763,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,50.88451597,-3.48693588,POINT (-3.486935883 50.88451600840667),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-205a,2018_uww_UKENAN_AW_TP000148,UKENAN_AW_TP000148,UK,JAYWICK STW,1,,ISCON,UKH34,27184,54838,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.78614561,1.10226483,POINT (1.1022648310000003 51.786145647592555),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2059,2018_uww_UKENAN_AW_TP000149,UKENAN_AW_TP000149,UK,KEDINGTON STW,1,,ISCON,UKH14,2164,2760,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.08594346,0.48769324,POINT (0.4876932370000001 52.085943497299326),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2058,2018_uww_UKENNE_YW_TP000123,UKENNE_YW_TP000123,UK,WAKEFIELD (STANLEY (SMALLEY BIGHT)) STW,1,,ISCON,UKE45,19701,19701,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.70873297,-1.46822409,POINT (-1.4682240850000001 53.70873300552913),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-2057,2018_uww_UKENNE_YW_TP000124,UKENNE_YW_TP000124,UK,SNAITH STW,1,,ISCON,UKE12,9283,10800,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.69374876,-1.03936523,POINT (-1.0393652300000003 53.69374879554683),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
