FID,siteId,uwwCode,repCode,uwwName,uwwState,uwwE-PRTRCode,uwwCollectingSystem,uwwNUTS,uwwLoadEnteringUWWTP,uwwCapacity,uwwPrimaryTreatment,uwwSecondaryTreatment,uwwNRemoval,uwwPRemoval,uwwUV,uwwChlorination,uwwOzonation,uwwSandFiltration,uwwMicroFiltration,uwwSpecification,uwwBOD5Perf,uwwCODPerf,uwwTSSPerf,uwwNTotPerf,uwwPTotPerf,uwwOtherPerf,uwwBadPerfDesign,uwwLatitude,uwwLongitude,the_geom,uwwBODIncomingMeasured,uwwCODIncomingMeasured,uwwNIncomingMeasured,uwwPIncomingMeasured,uwwBODDischargeMeasured,uwwCODDischargeMeasured,uwwNDischargeMeasured,uwwPDischargeMeasured,uwwWasteWaterTreated,uwwMethodWasteWaterTreated,uwwRemarks,uwwDateClosing,uwwAccidents,uwwBadPerformance,uwwBODDischargeCalculated,uwwBODDischargeEstimated,uwwBODIncomingCalculated,uwwBODIncomingEstimated,uwwCODDischargeCalculated,uwwCODDischargeEstimated,uwwCODIncomingCalculated,uwwCODIncomingEstimated,uwwHistorie,uwwInformation,uwwNDischargeCalculated,uwwNDischargeEstimated,uwwNIncomingCalculated,uwwNIncomingEstimated,uwwPDischargeCalculated,uwwPDischargeEstimated,uwwPIncomingCalculated,uwwPIncomingEstimated,uwwOther,uwwTreatmentType,uwwTreatmentTypeRequired,uwwTreatmentMet,uwwPerformanceMet,uwwCompliance,repReportedPerdiod,uwwBeginLife,uwwEndLife
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e55,2018_uww_UKENNW_UU_TP000080,UKENNW_UU_TP000080,UK,LIVERPOOL SOUTH [WOOLTON]) STW,1,,ISCON,UKD72,64076,64076,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.39417893,-2.83104285,POINT (-2.8310428480000005 53.3941789658954),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e54,2018_uww_UKSC_TP00194,UKSC_TP00194,UK,WHITBURN   WWTW,1,,ISCON,UKM78,13518,12933,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,0,55.87105,-3.6818,POINT (-3.6818000000000004 55.87105003274375),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e53,2018_uww_UKSC_TP00195,UKSC_TP00195,UK,WICK WWTW,1,,ISCON,UKM61,8499,10344,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,58.44254,-3.06016,POINT (-3.06016 58.4425400289358),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e52,2018_uww_UKENMI_ST_TP000195,UKENMI_ST_TP000195,UK,SKEGBY STW,1,,ISCON,UKF15,11201,12000,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,53.15061155,-1.26236347,POINT (-1.262363474 53.150611586171586),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e51,2018_uww_UKENMI_ST_TP000196,UKENMI_ST_TP000196,UK,SLADE HOOTON STW,1,,ISCON,UKE31,6325,8000,1,1,0,0,0,0,0,1,1,Chemical Dosing (iron) plus Tertiary Solids Removal (cloth filter),P,P,NR,NR,NR,,,53.39308085,-1.21186351,POINT (-1.2118635069999997 53.393080885896644),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e50,2018_uww_UKENSW_WXW_TP000106,UKENSW_WXW_TP000106,UK,WIVELISCOMBE {HILLSMOOR) STW,1,,ISCON,UKK23,2513,5583,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.03887546,-3.3027382,POINT (-3.3027381980000006 51.038875498274656),,,,,,,,,,,Decrease in trade PE,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e4f,2018_uww_UKENSW_WXW_TP000107,UKENSW_WXW_TP000107,UK,WOOL STW,1,,ISCON,UKK22,9630,15700,1,1,0,0,0,0,0,0,0,P removal (non-UWWTD),P,P,NR,NR,NR,,,50.68544447,-2.254428,POINT (-2.254427995 50.68544450857231),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e4e,2018_uww_UKENNW_UU_TP000010,UKENNW_UU_TP000010,UK,AUDLEY STW,1,,ISCON,UKG24,8246,8246,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.0626072,-2.30691934,POINT (-2.306919344 53.06260723626974),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e4d,2018_uww_UKENNW_UU_TP000011,UKENNW_UU_TP000011,UK,BARNOLDSWICK STW,1,,ISCON,UKD46,13558,13558,1,1,0,1,0,0,0,0,0,Ferric dosing,P,P,NR,NR,P,,,53.92808299,-2.18653443,POINT (-2.18653443 53.92808302526749),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e4c,2018_uww_UKSC_TP00126,UKSC_TP00126,UK,LOCHMABEN S.T.W.,1,,ISCON,UKM92,2095,6500,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,55.1189,-3.40326,POINT (-3.4032600000000004 55.118900033762436),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e4b,2018_uww_UKSC_TP00127,UKSC_TP00127,UK,LOCHWINNOCH S.T.W.,1,,ISCON,UKM83,2637,5763,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,55.79465,-4.62348,POINT (-4.623480000000001 55.79465003284945),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e4a,2018_uww_UKSC_TP00128,UKSC_TP00128,UK,LOCKERBIE S.T.W.,1,,ISCON,UKM92,4707,5200,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,55.11984,-3.37244,POINT (-3.3724400000000005 55.1198400337612),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e49,2018_uww_UKENSW_WXW_TP000108,UKENSW_WXW_TP000108,UK,WOOTTON BASSETT STW,1,,ISCON,UKK15,14129,14967,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,51.53075118,-1.89544885,POINT (-1.8954488459999996 51.53075121783361),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e48,2018_uww_UKENAN_AW_TP000263,UKENAN_AW_TP000263,UK,THORRINGTON STW,1,,ISCON,UKH34,6449,7519,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.84529019,1.01728954,POINT (1.017289536 51.84529022753557),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e47,2018_uww_UKENAN_AW_TP000264,UKENAN_AW_TP000264,UK,THURSTON STW,1,,ISCON,UKH14,6594,7500,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,52.26594875,0.80784414,POINT (0.807844142 52.265948787118006),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e46,2018_uww_UKENAN_AW_TP000265,UKENAN_AW_TP000265,UK,TIPTREE STW,1,,ISCON,UKH34,10050,11900,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.81557904,0.7633069,POINT (0.7633068979999998 51.81557907756426),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e45,2018_uww_UKENNW_UU_TP000081,UKENNW_UU_TP000081,UK,LONGTON STW,1,,ISCON,UKD45,14066,14462,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.72121603,-2.80663969,POINT (-2.80663969 53.72121606551439),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e44,2018_uww_UKSC_TP00199,UKSC_TP00199,UK,BLACKFORD WWTW,1,,ISCON,UKM77,1552,2419,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,56.26296,-3.78559,POINT (-3.785590000000001 56.262960032194),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e43,2018_uww_UKENMI_ST_TP000197,UKENMI_ST_TP000197,UK,SNARROWS STW,1,,ISCON,UKF22,45577,45868,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,52.76228293,-1.35770757,POINT (-1.3577075680000001 52.762282966598164),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e42,2018_uww_UKENMI_ST_TP000198,UKENMI_ST_TP000198,UK,SOUTH NORMANTON STW,1,,ISCON,UKF12,7207,7500,1,1,0,0,0,0,0,1,0,,P,P,NR,NR,NR,,,53.11443322,-1.33140879,POINT (-1.331408794 53.11443325621205),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e41,2018_uww_UKENMI_ST_TP000199,UKENMI_ST_TP000199,UK,SPERNAL   STW,1,,ISCON,UKG13,85671,93456,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,52.26178046,-1.87748018,POINT (-1.87748018 52.26178049712225),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e40,2018_uww_UKENSW_WXW_TP000109,UKENSW_WXW_TP000109,UK,WOTTON UNDER EDGE STW,1,,ISCON,UKK13,6085,12257,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.63134843,-2.37835091,POINT (-2.378350906 51.631348467739635),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e3f,2018_uww_UKENSW_WXW_TP000110,UKENSW_WXW_TP000110,UK,WRINGTON STW,1,,ISCON,UKK12,2384,3050,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.35994201,-2.77021127,POINT (-2.7702112719999996 51.35994204799026),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e3e,2018_uww_UKENMI_ST_TP000129,UKENMI_ST_TP000129,UK,LANGWITH STW,1,,ISCON,UKF15,2958,4500,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.22651792,-1.18541483,POINT (-1.185414828 53.226517956086205),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e3d,2018_uww_UKENNW_UU_TP000082,UKENNW_UU_TP000082,UK,LONGTOWN STW,1,,ISCON,UKD12,2332,2839,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,55.00649899,-2.97858248,POINT (-2.9785824810000006 55.00649902391032),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e3c,2018_uww_UKENNW_UU_TP000083,UKENNW_UU_TP000083,UK,LOW MARPLE STW,1,,ISCON,UKD35,5881,5881,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.41130448,-2.06045202,POINT (-2.060452022 53.41130451587573),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e3b,2018_uww_UKSC_TP00196,UKSC_TP00196,UK,WINCHBURGH WWTW,1,,ISCON,UKM78,3947,3300,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,55.95465,-3.45549,POINT (-3.45549 55.954650032627534),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e3a,2018_uww_UKSC_TP00198,UKSC_TP00198,UK,BANCHORY STW,1,,ISCON,UKM50,9114,9700,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,57.05328,-2.47879,POINT (-2.47879 57.05328003104934),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e39,2018_uww_UKENSW_WXW_TP000035,UKENSW_WXW_TP000035,UK,FROME STW,1,,ISCON,UKK23,32344,35400,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,51.23659209,-2.32367876,POINT (-2.3236787629999998 51.2365921281011),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e38,2018_uww_UKENSW_WXW_TP000036,UKENSW_WXW_TP000036,UK,GILLINGHAM STW,1,,ISCON,UKK22,14674,17183,1,1,0,0,0,0,0,1,0,,P,P,NR,NR,NR,,,51.03104932,-2.2830276,POINT (-2.2830276 51.03104935828145),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e37,2018_uww_UKENAN_AW_TP000192,UKENAN_AW_TP000192,UK,NEEDINGWORTH STW,1,,ISCON,UKH12,2287,2700,1,1,0,0,0,0,0,0,0,Tertiary Clarifiers,P,P,NR,NR,NR,,,52.3287125,-0.02214769,POINT (-0.022147691 52.32871253705389),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e36,2018_uww_UKENAN_AW_TP000193,UKENAN_AW_TP000193,UK,NETTLEHAM STW,1,,ISCON,UKF30,4700,4961,1,1,0,0,0,0,0,1,0,,P,P,NR,NR,NR,,,53.26991205,-0.47400874,POINT (-0.47400874 53.269912086037124),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e35,2018_uww_UKENAN_AW_TP000194,UKENAN_AW_TP000194,UK,NEWMARKET STW,1,,ISCON,UKH14,26569,28000,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,52.27830774,0.39348595,POINT (0.393485951 52.27830777710541),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e34,2018_uww_UKENNW_UU_TP000012,UKENNW_UU_TP000012,UK,BARROW-IN-FURNESS STW,1,,ISCON,UKD11,70563,80774,1,1,0,0,1,0,0,0,0,UV treatment,P,P,NR,NR,NR,,,54.10682269,-3.19536978,POINT (-3.1953697769999994 54.10682272505057),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e33,2018_uww_UKENNW_UU_TP000013,UKENNW_UU_TP000013,UK,BARTON STW,1,,ISCON,UKD45,7154,7644,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.81549208,-2.73858247,POINT (-2.738582465 53.81549211540243),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e32,2018_uww_UKENNW_UU_TP000014,UKENNW_UU_TP000014,UK,BIDDULPH STW,1,,ISCON,UKG24,16391,17155,1,1,0,1,0,0,0,1,0,,P,P,NR,NR,P,,,53.12679282,-2.17078656,POINT (-2.1707865560000004 53.126792856198236),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e31,2018_uww_UKSC_TP00129,UKSC_TP00129,UK,MAUCHLINE S.T.W.,1,,ISCON,UKM93,4240,6000,1,1,0,0,0,0,0,0,0,Filter Beds,P,P,NR,NR,NR,,0,55.49942,-4.39009,POINT (-4.39009 55.49942003325326),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e30,2018_uww_UKSC_TP00130,UKSC_TP00130,UK,MAULDSLIE   S.T.W.,1,,ISCON,UKM95,19652,24800,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,0,55.73095,-3.90058,POINT (-3.900580000000001 55.73095003293723),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e2f,2018_uww_UKENMI_ST_TP000130,UKENMI_ST_TP000130,UK,LEEK STW,1,,ISCON,UKG24,43806,55000,1,1,0,0,0,0,0,0,0,Lagoons,P,P,NR,NR,NR,,,53.08295574,-2.02968272,POINT (-2.0296827149999994 53.08295577624714),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,More Stringent: Phosphorus,0,0,NC,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e2e,2018_uww_UKENSW_WXW_TP000111,UKENSW_WXW_TP000111,UK,YEOVIL STW,1,,ISCON,UKK23,55152,68917,1,1,0,1,0,0,0,0,0,P removal from 31/07/2013,P,P,NR,NR,P,,,50.94374139,-2.61015528,POINT (-2.6101552800000003 50.94374142835638),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e2d,2018_uww_UKENAN_AW_TP000266,UKENAN_AW_TP000266,UK,TOLLESBURY STW,1,,ISCON,UKH36,2526,2720,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,51.76278459,0.84481064,POINT (0.844810644 51.76278462761495),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e2c,2018_uww_UKENAN_AW_TP000268,UKENAN_AW_TP000268,UK,TUDDENHAM  STW,1,,ISCON,UKH14,6229,6229,1,1,0,0,0,0,0,0,0,MBBR and Disc filters,P,P,NR,NR,NR,,,52.30722639,0.55609485,POINT (0.5560948510000001 52.30722642707587),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e2b,2018_uww_UKENNW_UU_TP000084,UKENNW_UU_TP000084,UK,MACCLESFIELD STW,1,,ISCON,UKD62,74634,75410,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.30065565,-2.15737612,POINT (-2.1573761149999995 53.30065568600221),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e2a,2018_uww_UKENNW_UU_TP000085,UKENNW_UU_TP000085,UK,MADELEY STW,1,,ISCON,UKG24,5574,5574,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.00263732,-2.34419386,POINT (-2.3441938630000005 53.00263735633613),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e29,2018_uww_UKENNW_UU_TP000086,UKENNW_UU_TP000086,UK,MELLING STW,1,,ISCON,UKD73,2852,2916,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,,53.48335612,-2.92177216,POINT (-2.9217721569999995 53.483356155792656),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e28,2018_uww_UKSC_TP00200,UKSC_TP00200,UK,DRUMNADROCHIT WWTP,1,,ISCON,UKM62,1663,2250,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,57.33205,-4.46615,POINT (-4.466150000000001 57.33205003063493),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Appropriate,2,2,NR,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e27,2018_uww_UKSC_TP00201,UKSC_TP00201,UK,FASLANE STW,1,,ISCON,UKM81,5664,5664,1,1,0,0,0,0,0,0,0,,P,P,NR,NR,NR,,0,56.06182,-4.81717,POINT (-4.81717 56.061820032477705),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,Secondary,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e26,2018_uww_UKSC_TP00202,UKSC_TP00202,UK,HARTHILL S.T.W.,1,,ISCON,UKM84,3979,6500,1,1,0,0,0,0,0,0,0,Filter beds,P,P,NR,NR,NR,,0,55.86469,-3.74778,POINT (-3.74778 55.864690032752584),,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,More Stringent: Other,Secondary,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e25,2018_uww_UKENMI_ST_TP000201,UKENMI_ST_TP000201,UK,STANTON   STW,1,,ISCON,UKF13,39727,39727,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,52.78585539,-1.63893079,POINT (-1.6389307920000005 52.78585542657275),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
UWWTD_United-Kingdom_UrbanWasteWaterTreatmentPlant.fid--515f29cd_17eb926cae9_-1e24,2018_uww_UKENMI_ST_TP000202,UKENMI_ST_TP000202,UK,STAPLEFORD STW,1,,ISCON,UKF16,29769,32500,1,1,0,1,0,0,0,0,0,,P,P,NR,NR,P,,,52.91770583,-1.27822362,POINT (-1.278223616 52.91770586642948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,More Stringent: Other,More Stringent: Phosphorus,1,1,C,2018,2014-01-01T00:00:00,
